0	0	8.23921	-7.32227e-15	-29.7281	2.22487	8.73527	8.727	-0.371285	-0.0809983	
0	2	8.26175	-9.03271e-15	-22.0947	-15.7132	8.75785	8.74779	0.000326379	-0.419836	
0	3	7.36992	-1.24067e-14	12.9394	-36.8756	7.86433	7.74041	1.27571	-0.553521	
0	4	8.22148	1.02175e-14	32.7708	0.200612	8.71752	8.70896	0.149413	0.356148	
0	6	4.55619	1.06581e-14	101.75	-91.7549	5.04136	4.29861	2.14123	-1.53375	
0	8	6.68248	-6.66134e-15	19.3654	21.9172	7.17531	5.97017	-1.05306	3.83838	
0	9	5.41897	1.00475e-14	41.9111	-14.3938	5.90791	5.89094	0.389301	-0.220628	
0	10	8.28909	-1.35395e-15	8.34628	32.7027	8.78524	8.76809	0.264397	0.480889	
0	12	2.57081	-5.10703e-15	10.3225	-93.5158	3.03915	1.55686	1.61152	-2.05319	
0	13	8.3178	5.39152e-15	-2.13295	-7.17233	8.814	8.79465	-0.487517	0.32087	
0	16	8.24009	8.39086e-15	9.7652	9.23195	8.73616	8.73521	0.012559	-0.12772	
0	19	4.78575	-8.54872e-15	-9.66453	141.728	5.27204	4.92201	-0.611342	1.78733	
0	21	7.71799	5.10708e-15	0.176403	-22.1988	8.21311	8.10521	-0.034192	-1.32648	
0	23	6.62495	1.55431e-15	24.4758	28.9054	7.11763	7.11435	-0.15222	0.15363	
0	24	6.75719	1.27068e-14	-30.1488	-24.432	7.2502	7.23485	-0.147395	-0.447879	
0	25	8.05156	-1.22489e-14	-34.2382	14.8328	8.5473	8.54034	0.10037	0.329847	
0	26	8.19073	3.83547e-15	20.1375	-7.41103	8.68672	8.6662	-0.266305	-0.533934	
0	27	7.72095	-1.16799e-14	9.14414	-21.5178	8.21607	8.21063	-0.294294	-0.0527771	
0	28	8.13222	4.69069e-15	3.05536	-1.81739	8.6281	8.59649	0.727011	0.12658	
0	29	5.00357	-8.88178e-15	-27.164	-39.2289	5.49084	5.37922	1.00581	-0.449089	
0	35	5.23715	-1.38136e-14	-11.7139	-29.6441	5.72539	5.7159	-0.00986487	-0.329387	
0	37	7.70762	6.26582e-15	6.84471	-22.0162	8.20271	8.15094	0.866239	-0.310299	
0	38	4.41344	-6.60583e-15	9.07097	-19.9695	4.89786	4.83729	-0.759533	0.112921	
0	39	8.22748	7.43849e-15	-41.0897	25.6689	8.72353	8.16218	1.3609	2.76165	
0	40	8.16014	-1.33227e-15	-18.6647	-18.4462	8.65607	8.57761	-0.509972	-1.04507	
0	41	8.27886	-4.77049e-16	28.7231	-1.04172	8.775	8.76958	0.29765	-0.0797412	
0	42	5.41004	-7.29972e-15	46.7028	-5.73781	5.89895	5.86571	0.602172	-0.168682	
0	43	8.1868	1.33227e-14	4.96073	-13.6249	8.68278	8.67244	0.101507	-0.411162	
0	44	8.3226	-2.12937e-15	11.8577	-34.9989	8.8188	8.80579	-0.0535393	-0.475996	
0	46	7.40866	8.43769e-15	-23.2736	40.4463	7.90316	7.78444	-1.31868	0.351484	
0	49	8.17206	1.55431e-15	43.3878	8.38232	8.66801	8.64359	0.599611	0.251423	
0	51	7.98915	8.27116e-15	-0.999242	-2.85985	8.48478	8.48268	-0.186995	0.026193	
1	51	0.0257494	-2.92821e-15	0.315712	-3.66591	0.164252	0.0700874	0.148477	0.00461065	
0	52	4.02356	0	-87.1134	66.8847	4.50568	3.25358	-2.9429	1.02699	
0	54	8.32998	-7.50094e-15	-22.5542	-33.9773	8.8262	8.78354	0.214887	-0.839649	
0	55	7.47668	1.19904e-14	48.7032	-10.3018	7.97131	7.31295	-2.00481	2.45833	
0	57	0.298012	3.10862e-15	-36.8795	-112.386	0.6272	0.582668	-0.226564	0.0504555	
0	58	6.11381	5.32907e-15	-39.0578	-27.3839	6.60507	6.39232	1.02723	1.30768	
0	59	4.50958	-6.66134e-16	-27.5285	20.6122	4.9945	4.69649	0.0438717	-1.69884	
0	61	8.19227	-3.85109e-15	-10.5619	15.5427	8.68826	8.67977	-0.30158	0.237498	
0	62	8.40238	-9.61796e-15	1.83303	20.9492	8.89872	8.89712	0.0923238	0.140986	
0	63	4.67487	1.11022e-14	-30.5297	15.4693	5.16063	4.10316	-1.38234	-2.80807	
0	67	8.42733	-1.2379e-14	5.21316	32.1169	8.92371	8.91561	-0.0911322	0.369135	
0	68	4.46186	4.88498e-15	-1.72709	47.1805	4.94653	4.91573	0.281725	0.473714	
0	70	6.49912	-2.88658e-15	-41.8722	24.6309	6.99147	5.64832	-0.176179	-4.11657	
0	71	8.23993	-1.15463e-14	11.4072	-45.6503	8.736	8.71054	0.333179	-0.577247	
0	72	5.324	4.69503e-15	19.5731	28.1649	5.81259	5.80727	-0.0645038	0.240069	
0	75	8.24369	-1.30382e-14	-32.8815	-25.6061	8.73976	8.70979	-0.486158	-0.535366	
0	76	8.26992	1.9984e-15	-37.5391	28.6449	8.76604	8.71827	-0.770717	0.491186	
0	77	8.33367	1.11022e-15	-9.474	-43.0593	8.82989	8.82816	0.0700559	-0.160522	
0	78	8.12225	8.53484e-15	-10.3854	16.2094	8.61811	8.60922	0.39031	0.0282285	
0	80	8.2198	-3.96905e-15	24.3286	25.3992	8.71584	8.71247	0.151233	-0.188951	
0	81	3.85441	-7.77156e-15	23.8263	77.7643	4.3354	4.19353	-0.396176	1.02616	
0	82	2.18717	-7.66054e-15	-32.7116	32.2733	2.64934	1.23558	0.361135	2.31558	
0	84	8.36278	3.44169e-15	40.365	-16.2788	8.85905	8.84977	0.332013	-0.232618	
0	85	7.6853	-8.71525e-15	-18.5966	25.8876	8.18036	8.07439	0.959321	0.89569	
0	87	8.35088	5.16254e-15	-47.144	14.9529	8.84713	8.83677	-0.428025	-0.00944258	
0	89	8.33653	-9.54792e-15	-28.0142	-37.4654	8.83276	8.8032	-0.62913	-0.354351	
0	92	8.38632	6.17562e-15	1.89972	5.87997	8.88263	8.83861	0.50434	-0.725163	
0	93	8.13937	3.1225e-15	-12.3069	-32.464	8.63526	8.58476	0.884607	0.295005	
0	94	8.36548	9.99201e-16	-9.39679	26.8224	8.86176	8.85375	0.172537	0.334797	
0	95	7.68751	-1.55431e-15	33.5102	19.7185	8.18257	8.13632	-0.60423	0.624232	
0	96	2.09871	-1.36904e-14	36.0236	13.7661	2.55919	2.52976	0.310106	0.231574	
0	97	3.6103	6.66134e-15	-25.1336	-42.2784	4.0895	3.67888	1.72545	-0.46118	
0	99	8.18317	6.88338e-15	18.1502	-41.6543	8.67914	8.64167	-0.0471011	-0.80415	
0	0	8.23921	-7.32227e-15	-29.7281	2.22487	8.73527	8.727	-0.371285	-0.0809983	
0	0	7.32352	7.26676e-15	17.6208	-29.0645	7.81783	7.8149	0.0130384	-0.21367	
0	0	7.01946	1.39749e-14	-22.5084	-44.4982	7.5131	4.73	4.49964	-3.71847	
0	0	5.80184	-3.8719e-15	-38.5035	-0.111221	6.29213	6.27204	0.418631	-0.277731	
0	0	4.58114	-8.88178e-15	45.9493	10.0391	5.06644	4.96245	0.477606	-0.902635	
0	0	8.39987	1.33331e-14	-27.3376	1.06872	8.8962	8.87304	0.225158	0.600641	
0	0	8.18768	1.36557e-14	-43.1619	13.9477	8.68366	8.60154	-1.03799	0.584929	
0	0	4.52943	1.41137e-14	18.5959	-28.0759	5.01446	4.88976	-1.01563	-0.45111	
0	0	8.31826	-4.10089e-15	-26.8317	23.9192	8.81445	8.79094	-0.603079	0.224119	
